slice_type,model_id,target,count,candidate_better_abs_error_rate,anchor_fail_candidate_success_count,anchor_fail_candidate_success_rate,candidate_norm_abs_error,anchor_norm_abs_error,actual_bin,month,hour,high_generation_flag,near_zero_flag
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.39344262295081966,9,0.02459016393442623,0.11671344863864773,0.112892427835344,,,22.0,,
target+actual_bin,catboost_quantile_055,kpx_group_3,438,0.3835616438356164,9,0.02054794520547945,0.229736569956702,0.2178813975509972,90-100%,,,,
target+actual_bin,lgbm_l1_baseline,kpx_group_2,355,0.36619718309859156,9,0.02535211267605634,0.08508263224889596,0.07378029069673352,90-100%,,,,
target+month,catboost_quantile_060_depth6,kpx_group_2,744,0.33602150537634407,9,0.012096774193548387,0.11213086562914983,0.10589983337131054,,7.0,,,
target+actual_bin,tabm_torch,kpx_group_2,355,0.2140845070422535,9,0.02535211267605634,0.15114457991731872,0.07378029069673352,90-100%,,,,
actual_bin,extra_trees_wide,,1185,0.1021097046413502,9,0.007594936708860759,0.20011993974221623,0.1335355788356606,90-100%,,,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.5983606557377049,8,0.02185792349726776,0.10511458736292384,0.10787831703335486,,,6.0,,
target+month,catboost_quantile_055,kpx_group_1,696,0.5962643678160919,8,0.011494252873563218,0.08847384778885871,0.09135706806134142,,2.0,,,
target+hour,catboost_quantile_055,kpx_group_1,366,0.5601092896174863,8,0.02185792349726776,0.1007236823932931,0.10222264221274267,,,20.0,,
target+actual_bin,catboost_quantile_060_depth6,kpx_group_2,355,0.5549295774647888,8,0.022535211267605635,0.0698758533288543,0.07378029069673352,90-100%,,,,
target+hour,catboost_quantile_055,kpx_group_1,366,0.5546448087431693,8,0.02185792349726776,0.08561698005640078,0.08703212941192334,,,17.0,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.5437158469945356,8,0.02185792349726776,0.07629288820444598,0.07846952601628573,,,15.0,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.5273224043715847,8,0.02185792349726776,0.10788966792245294,0.10891397261057717,,,3.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5245901639344263,8,0.02185792349726776,0.09184545397876458,0.0916229787440416,,,17.0,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.5218579234972678,8,0.02185792349726776,0.10959743813259397,0.11175842694634774,,,5.0,,
target+month,catboost_quantile_055,kpx_group_2,720,0.5208333333333334,8,0.011111111111111112,0.06431504997083723,0.0645564350927077,,9.0,,,
target+hour,lgbm_l1_baseline,kpx_group_3,366,0.5109289617486339,8,0.02185792349726776,0.07575559972676571,0.07476804048022816,,,15.0,,
target+hour,catboost_quantile_055,kpx_group_1,366,0.4890710382513661,8,0.02185792349726776,0.09293384879758985,0.09156822750019558,,,9.0,,
target+actual_bin,catboost_quantile_0575_depth6,kpx_group_2,598,0.4866220735785953,8,0.013377926421404682,0.07935402872172913,0.07905223301886949,80-90%,,,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.48360655737704916,8,0.02185792349726776,0.09521240717530853,0.09262614643712526,,,8.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_3,744,0.4717741935483871,8,0.010752688172043012,0.12301519278267228,0.12191477191363255,,12.0,,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.46994535519125685,8,0.02185792349726776,0.07445213766817073,0.07474553736428122,,,13.0,,
target+month,catboost_quantile_060_depth6,kpx_group_3,744,0.4529569892473118,8,0.010752688172043012,0.10926910859298741,0.10618864506015195,,5.0,,,
target+month,catboost_quantile_055,kpx_group_3,744,0.43951612903225806,8,0.010752688172043012,0.06660743642276731,0.0647155220641647,,10.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_1,366,0.4344262295081967,8,0.02185792349726776,0.07719141357276638,0.07568259071058364,,,11.0,,
target+actual_bin,catboost_quantile_0575_depth6,kpx_group_1,448,0.4330357142857143,8,0.017857142857142856,0.10419356016134758,0.10397703506878656,80-90%,,,,
target+month,catboost_quantile_060_depth6,kpx_group_2,720,0.42916666666666664,8,0.011111111111111112,0.08560227848224486,0.08333210419302606,,11.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_1,366,0.42349726775956287,8,0.02185792349726776,0.08055670816683581,0.07744763240074481,,,16.0,,
target+actual_bin,catboost_quantile_0575_depth6,kpx_group_1,1554,0.41763191763191765,8,0.005148005148005148,0.11380227649097155,0.11244462850592622,10-30%,,,,
target+month,catboost_quantile_060_depth6,kpx_group_2,744,0.4112903225806452,8,0.010752688172043012,0.08043574384499878,0.07743207667271455,,10.0,,,
target+month,catboost_quantile_0575_depth6,kpx_group_2,744,0.4032258064516129,8,0.010752688172043012,0.09872543628860372,0.09711066226115124,,5.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_1,366,0.3989071038251366,8,0.02185792349726776,0.1030477787775804,0.09986375702848367,,,8.0,,
target+actual_bin,catboost_quantile_055,kpx_group_1,448,0.37276785714285715,8,0.017857142857142856,0.11457383917648759,0.10397703506878656,80-90%,,,,
target+actual_bin,catboost_quantile_055,kpx_group_3,274,0.3613138686131387,8,0.029197080291970802,0.17608739526447886,0.16258865703270295,80-90%,,,,
target+actual_bin,ngboost_normal_260_lr03,kpx_group_2,355,0.2,8,0.022535211267605635,0.10454595849551075,0.07378029069673352,90-100%,,,,
target+hour,catboost_quantile_055,kpx_group_1,366,0.5519125683060109,7,0.01912568306010929,0.07322858524651606,0.07356102759552278,,,14.0,,
target+hour,lgbm_l1_baseline,kpx_group_3,366,0.546448087431694,7,0.01912568306010929,0.07355270070932027,0.07474553736428122,,,13.0,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.5327868852459017,7,0.01912568306010929,0.07500239835340165,0.07698560528167253,,,13.0,,
target+month,catboost_quantile_055,kpx_group_3,720,0.5236111111111111,7,0.009722222222222222,0.05329352427566336,0.05331797311667748,,9.0,,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.5218579234972678,7,0.01912568306010929,0.08068549341391112,0.08128855621848065,,,11.0,,
target+hour,catboost_quantile_055,kpx_group_1,366,0.5109289617486339,7,0.01912568306010929,0.07762420869212706,0.07744763240074481,,,16.0,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.5081967213114754,7,0.01912568306010929,0.07998292412543456,0.07972361726050202,,,10.0,,
target+actual_bin,catboost_quantile_0575_depth6,kpx_group_3,274,0.5,7,0.025547445255474453,0.16276663218194587,0.16258865703270295,80-90%,,,,
target+hour,catboost_quantile_060_depth6,kpx_group_3,366,0.4972677595628415,7,0.01912568306010929,0.10453445577736552,0.10268163201473855,,,7.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_3,366,0.49453551912568305,7,0.01912568306010929,0.10738265264914017,0.10515064820330204,,,1.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_3,366,0.49453551912568305,7,0.01912568306010929,0.076302772523283,0.07474553736428122,,,13.0,,
target+hour,catboost_quantile_055,kpx_group_1,366,0.4918032786885246,7,0.01912568306010929,0.07743627878990691,0.07568259071058364,,,11.0,,
target+month,catboost_quantile_060_depth6,kpx_group_2,720,0.49027777777777776,7,0.009722222222222222,0.06484790012609808,0.0645564350927077,,9.0,,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.4781420765027322,7,0.01912568306010929,0.0728243872679336,0.07244924485713752,,,12.0,,
target+month,catboost_quantile_060_depth6,kpx_group_1,744,0.47580645161290325,7,0.009408602150537635,0.05502405713511261,0.05492610085426715,,8.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_3,366,0.47540983606557374,7,0.01912568306010929,0.07522996101918669,0.07474553736428122,,,13.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_3,720,0.475,7,0.009722222222222222,0.07230826262522935,0.07148528456013276,,6.0,,,
target+month,catboost_quantile_060_depth6,kpx_group_3,744,0.46236559139784944,7,0.009408602150537635,0.051824322530557965,0.05110662039524703,,8.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_3,366,0.4453551912568306,7,0.01912568306010929,0.10572556166011694,0.10416635828848793,,,5.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_3,366,0.4453551912568306,7,0.01912568306010929,0.09042437949847602,0.08755820070591613,,,18.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_1,366,0.4426229508196721,7,0.01912568306010929,0.07524812588836764,0.073016166750987,,,13.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_3,366,0.4426229508196721,7,0.01912568306010929,0.11253407529453638,0.11127622330389614,,,22.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.43989071038251365,7,0.01912568306010929,0.10025091431597921,0.09769793884199153,,,18.0,,
target+month,catboost_quantile_060_depth6,kpx_group_3,720,0.4361111111111111,7,0.009722222222222222,0.07315576960729446,0.07148528456013276,,6.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.4344262295081967,7,0.01912568306010929,0.11552842014551395,0.11331011567969454,,,23.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.43169398907103823,7,0.01912568306010929,0.08037794100535564,0.07846952601628573,,,15.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.42896174863387976,7,0.01912568306010929,0.08322359175117544,0.08142612030376237,,,16.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_1,744,0.4274193548387097,7,0.009408602150537635,0.10864905846389789,0.10734966650081518,,3.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_1,366,0.40710382513661203,7,0.01912568306010929,0.08998956585575861,0.08703212941192334,,,17.0,,
target+month,catboost_quantile_060_depth6,kpx_group_2,720,0.4013888888888889,7,0.009722222222222222,0.08307191730468638,0.07863322421868964,,6.0,,,
target+actual_bin,hist_gbdt_quantile_055,kpx_group_3,274,0.291970802919708,7,0.025547445255474453,0.18702878920705246,0.16258865703270295,80-90%,,,,
target+high_generation_flag,lgbm_l1_baseline,kpx_group_3,712,0.17696629213483145,7,0.009831460674157303,0.24044182693714014,0.19660301145266484,,,,True,
target+hour,catboost_quantile_055,kpx_group_2,366,0.5519125683060109,6,0.01639344262295082,0.09293598748715645,0.09422803659996713,,,9.0,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.5409836065573771,6,0.01639344262295082,0.07729978778965023,0.07935124258488016,,,16.0,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.5355191256830601,6,0.01639344262295082,0.11134684724807732,0.11194064382810978,,,2.0,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.5081967213114754,6,0.01639344262295082,0.1054099758708116,0.10263318434611672,,,6.0,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.505464480874317,6,0.01639344262295082,0.1138592532333731,0.11445087530170035,,,0.0,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.505464480874317,6,0.01639344262295082,0.10199617887886711,0.10235975980471324,,,20.0,,
target+hour,catboost_quantile_055,kpx_group_1,366,0.5,6,0.01639344262295082,0.10032772715880361,0.10107198941254779,,,21.0,,
target+hour,lgbm_l1_baseline,kpx_group_3,366,0.4972677595628415,6,0.01639344262295082,0.08527699688436935,0.08262887052093183,,,9.0,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.4972677595628415,6,0.01639344262295082,0.09092186695428063,0.0916229787440416,,,17.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_1,720,0.49583333333333335,6,0.008333333333333333,0.08426442252759243,0.08341232627982269,,11.0,,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.48633879781420764,6,0.01639344262295082,0.11418725643020194,0.11331011567969454,,,23.0,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.48633879781420764,6,0.01639344262295082,0.10575382032190106,0.10416635828848793,,,5.0,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.48360655737704916,6,0.01639344262295082,0.07975693629887154,0.07847419204822927,,,11.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.48360655737704916,6,0.01639344262295082,0.11847776995868685,0.1183763599451466,,,23.0,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.4808743169398907,6,0.01639344262295082,0.07540153114977213,0.07476804048022816,,,15.0,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.4726775956284153,6,0.01639344262295082,0.1081136866047445,0.1065006364288124,,,4.0,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.4726775956284153,6,0.01639344262295082,0.1034551370758555,0.10172228959981588,,,21.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.44808743169398907,6,0.01639344262295082,0.09733012408628317,0.09422803659996713,,,9.0,,
target+hour,catboost_quantile_055,kpx_group_1,366,0.4453551912568306,6,0.01639344262295082,0.10220594730071528,0.09986375702848367,,,8.0,,
target+actual_bin,catboost_quantile_055,kpx_group_2,355,0.4450704225352113,6,0.016901408450704224,0.07703655371906279,0.07378029069673352,90-100%,,,,
target+hour,catboost_quantile_060_depth6,kpx_group_1,366,0.4426229508196721,6,0.01639344262295082,0.09777074567472091,0.094518671343019,,,19.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_3,366,0.43989071038251365,6,0.01639344262295082,0.09582828411776738,0.09280321182199211,,,19.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.42896174863387976,6,0.01639344262295082,0.09429065784410895,0.0916229787440416,,,17.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_3,366,0.42896174863387976,6,0.01639344262295082,0.09684700731580193,0.09262614643712526,,,8.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.4262295081967213,6,0.01639344262295082,0.08360086807898903,0.08258740627699931,,,10.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.42349726775956287,6,0.01639344262295082,0.11516445664059345,0.11175842694634774,,,5.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.4207650273224044,6,0.01639344262295082,0.07950759854425306,0.07698560528167253,,,13.0,,
target+month,catboost_quantile_060_depth6,kpx_group_1,696,0.41954022988505746,6,0.008620689655172414,0.0950609808703565,0.09135706806134142,,2.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_1,366,0.3879781420765027,6,0.01639344262295082,0.11803797579404587,0.11324905475639828,,,0.0,,
target+high_generation_flag,ngboost_normal_260_lr03,kpx_group_3,712,0.11235955056179775,6,0.008426966292134831,0.26508015072563484,0.19660301145266484,,,,True,
target+hour,catboost_quantile_055,kpx_group_2,366,0.5409836065573771,5,0.01366120218579235,0.10596126733389212,0.10743280828215826,,,4.0,,
target+hour,catboost_quantile_055,kpx_group_3,366,0.5327868852459017,5,0.01366120218579235,0.1144095064365533,0.1147786097659007,,,0.0,,
target+hour,catboost_quantile_055,kpx_group_1,366,0.5245901639344263,5,0.01366120218579235,0.1140781663155782,0.11432923169168223,,,22.0,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.5191256830601093,5,0.01366120218579235,0.09840726170337495,0.099085148873207,,,21.0,,
target+actual_bin,catboost_quantile_0575_depth6,kpx_group_2,355,0.49295774647887325,5,0.014084507042253521,0.07419355043760298,0.07378029069673352,90-100%,,,,
target+month,catboost_quantile_055,kpx_group_3,744,0.4905913978494624,5,0.006720430107526882,0.05160309838449096,0.05110662039524703,,8.0,,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.48633879781420764,5,0.01366120218579235,0.11244991916603085,0.11218298476721872,,,23.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_2,720,0.4861111111111111,5,0.006944444444444444,0.07871989903995337,0.07863322421868964,,6.0,,,
target+month,catboost_quantile_0575_depth6,kpx_group_1,744,0.4771505376344086,5,0.006720430107526882,0.06910025600110078,0.06903155778244645,,10.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_3,366,0.46994535519125685,5,0.01366120218579235,0.11512691638911339,0.1147786097659007,,,0.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_3,744,0.45564516129032256,5,0.006720430107526882,0.14694880626626897,0.14598237860313426,,1.0,,,
target+month,catboost_quantile_0575_depth6,kpx_group_1,744,0.4489247311827957,5,0.006720430107526882,0.1847220350491401,0.18371598386061913,,1.0,,,
target+month,catboost_quantile_0575_depth6,kpx_group_3,744,0.4489247311827957,5,0.006720430107526882,0.06538890897924553,0.0647155220641647,,10.0,,,
target+month,catboost_quantile_0575_depth6,kpx_group_1,744,0.4435483870967742,5,0.006720430107526882,0.05543755893068759,0.05492610085426715,,8.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.43989071038251365,5,0.01366120218579235,0.08202257908570634,0.08052192421373824,,,14.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_2,744,0.4368279569892473,5,0.006720430107526882,0.18817566047917447,0.1867739224995229,,1.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.4344262295081967,5,0.01366120218579235,0.10347800701274493,0.10104212972975589,,,8.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_1,366,0.43169398907103823,5,0.01366120218579235,0.07541085623402144,0.07393216565563222,,,12.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.42896174863387976,5,0.01366120218579235,0.11269009003220924,0.10891397261057717,,,3.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.4207650273224044,5,0.01366120218579235,0.10548400377328969,0.10235975980471324,,,20.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.4180327868852459,5,0.01366120218579235,0.11556711213342516,0.11194064382810978,,,2.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_1,744,0.4153225806451613,5,0.006720430107526882,0.102647488191146,0.10149797614428471,,5.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.40710382513661203,5,0.01366120218579235,0.10503226837663673,0.10128053755439953,,,7.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.40710382513661203,5,0.01366120218579235,0.08440519040903487,0.08128855621848065,,,11.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.40437158469945356,5,0.01366120218579235,0.1194259705894905,0.11445087530170035,,,0.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_1,366,0.3989071038251366,5,0.01366120218579235,0.11040717426059106,0.10775375055733254,,,2.0,,
target+month,catboost_quantile_060_depth6,kpx_group_1,720,0.3875,5,0.006944444444444444,0.0843557342340548,0.07970780336331314,,6.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.38524590163934425,5,0.01366120218579235,0.11297622321083083,0.10743280828215826,,,4.0,,
target+actual_bin,ngboost_normal_260_lr03,kpx_group_3,274,0.15693430656934307,5,0.01824817518248175,0.22127627471123723,0.16258865703270295,80-90%,,,,
target+actual_bin,extra_trees_wide,kpx_group_1,392,0.10459183673469388,5,0.012755102040816327,0.15185592849236307,0.09340715713158332,90-100%,,,,
target+month,catboost_quantile_0575_depth6,kpx_group_3,696,0.6163793103448276,4,0.005747126436781609,0.09817765697944368,0.0998073963271172,,2.0,,,
target+actual_bin,catboost_quantile_0575_depth6,kpx_group_3,438,0.5844748858447488,4,0.0091324200913242,0.21615715674445504,0.2178813975509972,90-100%,,,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.5027322404371585,4,0.01092896174863388,0.09848891609546083,0.09807585625222164,,,19.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_3,744,0.49731182795698925,4,0.005376344086021506,0.11968681016605588,0.11889136919205419,,3.0,,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.49453551912568305,4,0.01092896174863388,0.10727851292222566,0.1065006364288124,,,4.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.49453551912568305,4,0.01092896174863388,0.10218084603270852,0.10172228959981588,,,21.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.4808743169398907,4,0.01092896174863388,0.10958785608671164,0.10833414958393581,,,2.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.4644808743169399,4,0.01092896174863388,0.07656440101107038,0.07568259071058364,,,11.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.45901639344262296,4,0.01092896174863388,0.10241634004695908,0.10128053755439953,,,7.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_3,366,0.45901639344262296,4,0.01092896174863388,0.08040325985693585,0.07935124258488016,,,16.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_3,744,0.4543010752688172,4,0.005376344086021506,0.05176445355421314,0.05110662039524703,,8.0,,,
target+hour,catboost_quantile_060_depth6,kpx_group_3,366,0.45081967213114754,4,0.01092896174863388,0.10371944271185889,0.10172228959981588,,,21.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_2,744,0.4489247311827957,4,0.005376344086021506,0.12644782954794812,0.12564781678668074,,3.0,,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.4426229508196721,4,0.01092896174863388,0.11009379930979417,0.10891397261057717,,,3.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.4426229508196721,4,0.01092896174863388,0.09898271088369018,0.09769793884199153,,,18.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.43989071038251365,4,0.01092896174863388,0.10789844289145167,0.10670315711401403,,,3.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.4371584699453552,4,0.01092896174863388,0.10467483417282264,0.10357964177123914,,,1.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.4344262295081967,4,0.01092896174863388,0.07286445537077665,0.07244924485713752,,,12.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.4344262295081967,4,0.01092896174863388,0.07587169533735638,0.07474553736428122,,,13.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.4207650273224044,4,0.01092896174863388,0.10927517904969401,0.10775375055733254,,,2.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.4016393442622951,4,0.01092896174863388,0.09543562437209731,0.094518671343019,,,19.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.4016393442622951,4,0.01092896174863388,0.114298165331038,0.112892427835344,,,22.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_1,366,0.4016393442622951,4,0.01092896174863388,0.07646095869898506,0.07388305235421538,,,15.0,,
target+actual_bin,hist_gbdt_quantile_055,kpx_group_3,438,0.3013698630136986,4,0.0091324200913242,0.24306029247659175,0.2178813975509972,90-100%,,,,
target+actual_bin,lgbm_l1_baseline,kpx_group_3,274,0.1897810218978102,4,0.014598540145985401,0.2056382153969822,0.16258865703270295,80-90%,,,,
target+actual_bin,extra_trees_wide,kpx_group_2,355,0.17464788732394365,4,0.011267605633802818,0.11643507607837045,0.07378029069673352,90-100%,,,,
target+actual_bin,mlp_regressor_medium,kpx_group_2,355,0.17464788732394365,4,0.011267605633802818,0.16609319455687993,0.07378029069673352,90-100%,,,,
target+actual_bin,ngboost_normal_260_lr03,kpx_group_1,392,0.11734693877551021,4,0.01020408163265306,0.1483977571968177,0.09340715713158332,90-100%,,,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.5437158469945356,3,0.00819672131147541,0.10484058731204804,0.10416635828848793,,,5.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.5081967213114754,3,0.00819672131147541,0.0814717602273275,0.08128855621848065,,,11.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.4972677595628415,3,0.00819672131147541,0.09962684421732247,0.099085148873207,,,21.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.4918032786885246,3,0.00819672131147541,0.1034683073814989,0.10263318434611672,,,6.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.4890710382513661,3,0.00819672131147541,0.09501213437800489,0.09422803659996713,,,9.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.48633879781420764,3,0.00819672131147541,0.0883418442438379,0.0877939670195002,,,10.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_2,696,0.48563218390804597,3,0.004310344827586207,0.0933752681944064,0.09221465620981145,,2.0,,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.48360655737704916,3,0.00819672131147541,0.07388641132634514,0.07356102759552278,,,14.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.48360655737704916,3,0.00819672131147541,0.08278159498875264,0.08262887052093183,,,9.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_1,720,0.4791666666666667,3,0.004166666666666667,0.0866920277576001,0.08641567849394793,,4.0,,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.4781420765027322,3,0.00819672131147541,0.07433181099479326,0.07393216565563222,,,12.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.4781420765027322,3,0.00819672131147541,0.10297667719674435,0.10235975980471324,,,20.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.47540983606557374,3,0.00819672131147541,0.07488521688053851,0.07467978955148977,,,14.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.47540983606557374,3,0.00819672131147541,0.07615649874749801,0.0739926155873451,,,12.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_3,720,0.4666666666666667,3,0.004166666666666667,0.05366582258932213,0.05331797311667748,,9.0,,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.45901639344262296,3,0.00819672131147541,0.1126869534726386,0.11175842694634774,,,5.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.45901639344262296,3,0.00819672131147541,0.08867488400608771,0.08755820070591613,,,18.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.4562841530054645,3,0.00819672131147541,0.10550178030373233,0.10462674110387578,,,4.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.453551912568306,3,0.00819672131147541,0.11477251574693356,0.11432923169168223,,,22.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.453551912568306,3,0.00819672131147541,0.09235930797578162,0.0916229787440416,,,17.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.4453551912568306,3,0.00819672131147541,0.11276419629230316,0.11194064382810978,,,2.0,,
target+month,catboost_quantile_0575_depth6,kpx_group_2,720,0.44305555555555554,3,0.004166666666666667,0.0892459953957009,0.08834224909768426,,4.0,,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.4426229508196721,3,0.00819672131147541,0.07451273039084612,0.07388305235421538,,,15.0,,
target+month,catboost_quantile_060_depth6,kpx_group_2,744,0.4422043010752688,3,0.004032258064516129,0.06034129659549305,0.059162552851189314,,8.0,,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.4371584699453552,3,0.00819672131147541,0.0778167391814621,0.07744763240074481,,,16.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.43169398907103823,3,0.00819672131147541,0.07450462745773427,0.0739926155873451,,,12.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_1,366,0.4262295081967213,3,0.00819672131147541,0.10190110998203919,0.10107198941254779,,,21.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_2,366,0.41530054644808745,3,0.00819672131147541,0.11258823840455802,0.10787831703335486,,,6.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_3,366,0.412568306010929,3,0.00819672131147541,0.09418867854694189,0.09280321182199211,,,19.0,,
target+hour,catboost_quantile_060_depth6,kpx_group_1,366,0.412568306010929,3,0.00819672131147541,0.07636859510543383,0.07356102759552278,,,14.0,,
target+hour,catboost_quantile_0575_depth6,kpx_group_2,366,0.3989071038251366,3,0.00819672131147541,0.07947455874406305,0.07846952601628573,,,15.0,,
