slice_type,actual_bin,count,eligible_count,actual_sum,mean_bias,median_bias,normalized_mean_bias,underprediction_rate,overprediction_rate,mean_abs_error,normalized_abs_error,ficr_fail_rate,near_boundary_fail_rate,large_fail_rate,impact_proxy,target,month,hour
month+actual_bin,80-90%,143,143,2613304.606,-1370.1125937412335,-860.7075598021038,-0.06419325288845966,0.6293706293706294,0.3706293706293706,2027.5136912008531,0.09465171460127644,0.3916083916083916,0.09090909090909091,0.13286713286713286,13.53519518798253,,5.0,
month+actual_bin,80-90%,123,123,2256238.172,-1799.017782075428,-1417.0194419691434,-0.08459542822803101,0.8617886178861789,0.13821138211382114,2023.0554225422547,0.09499125976009364,0.43902439024390244,0.0975609756097561,0.10569105691056911,11.683924950491518,,11.0,
month+actual_bin,80-90%,53,53,967888.992,-2566.7655194951703,-2312.024027457748,-0.11980605125982971,0.7547169811320755,0.24528301886792453,3041.879894129919,0.14180208712254957,0.5849056603773585,0.018867924528301886,0.3018867924528302,7.515510617495128,,10.0,
month+actual_bin,80-90%,29,29,524434.106,-4285.3043412944935,-4005.7129405174,-0.2021553003755616,0.9310344827586207,0.06896551724137931,4336.507406522891,0.20452581265465408,0.7586206896551724,0.0,0.4482758620689655,5.931248566984968,,4.0,
month+actual_bin,60-80%,22,22,311941.391,-4266.976666907024,-4373.366054232762,-0.19857710800444703,1.0,0.0,4266.976666907024,0.19857710800444703,0.9090909090909091,0.0,0.5,4.368696376097835,,9.0,
month+actual_bin,90-100%,29,29,580493.304,-2860.6452734423046,-1662.612001007663,-0.13560682675688188,0.7241379310344828,0.27586206896551724,3085.7196294795726,0.1460269358326813,0.4482758620689655,0.0,0.3448275862068966,4.234781139147758,,10.0,
month+actual_bin,90-100%,15,15,301744.863,-5518.488305480316,-5530.056229828893,-0.261547599834715,1.0,0.0,5518.488305480316,0.261547599834715,1.0,0.06666666666666667,0.7333333333333333,3.9232139975207247,,6.0,
month+actual_bin,80-90%,24,24,427256.147,-3127.2788713542245,-2721.064113413855,-0.14618871557183213,0.8333333333333334,0.16666666666666666,3362.3979706979158,0.1571121678999476,0.5833333333333334,0.041666666666666664,0.2916666666666667,3.7706920295987425,,6.0,
month+actual_bin,90-100%,12,12,237137.936,-5074.754856763452,-4202.175581125325,-0.23986644181540093,1.0,0.0,5074.754856763452,0.23986644181540093,0.8333333333333334,0.08333333333333333,0.5,2.878397301784811,,4.0,
month+actual_bin,80-90%,19,19,338568.062,-705.8791554075283,-398.8773095121469,-0.033076685593819176,0.631578947368421,0.3684210526315789,1266.9915360223424,0.059235168443467684,0.3684210526315789,0.05263157894736842,0.0,1.125468200425886,,8.0,
month+actual_bin,90-100%,5,5,100157.368,-3566.4238843074795,-3492.6369413927277,-0.16789318258278577,1.0,0.0,3566.4238843074795,0.16789318258278577,1.0,0.0,0.2,0.8394659129139288,,8.0,
month+actual_bin,80-90%,3,3,53021.937000000005,-5149.400625822939,-5019.996291772821,-0.23839817712143238,1.0,0.0,5149.400625822939,0.23839817712143238,1.0,0.0,0.6666666666666666,0.7151945313642971,,9.0,
month+actual_bin,90-100%,1,1,20364.126,-7992.351343076054,-7992.351343076054,-0.3700162658831507,1.0,0.0,7992.351343076054,0.3700162658831507,1.0,0.0,1.0,0.3700162658831507,,9.0,
month+actual_bin,<1%,1105,0,11179.997,1214.9336474592274,590.5726627849178,0.056611508969154255,0.013574660633484163,0.9475113122171945,1216.073336047735,0.05666522342214891,0.0,0.0,0.0,0.0,,2.0,
month+actual_bin,<1%,941,0,33163.985,285.19180022674976,151.6281648948939,0.013279677753924652,0.08076514346439957,0.9043570669500531,293.9171234294899,0.013691988159598314,0.0,0.0,0.0,0.0,,8.0,
month+actual_bin,<1%,742,0,21622.389,502.5608447955982,311.4965141555729,0.023458256233040174,0.018867924528301886,0.9730458221024259,503.88020850635843,0.02351983934668551,0.0,0.0,0.0,0.0,,9.0,
month+actual_bin,<1%,643,0,22345.55,598.1519139953527,387.8199584652627,0.02792327310273998,0.026438569206842923,0.9626749611197511,600.6728698639165,0.02804297247425873,0.0,0.0,0.0,0.0,,10.0,
month+actual_bin,<1%,635,0,24355.935,398.6915139098619,252.87071900765375,0.018630469720875308,0.10866141732283464,0.8519685039370078,410.83185937368603,0.019198260689631496,0.0,0.0,0.0,0.0,,6.0,
month+actual_bin,<1%,632,0,22114.139,898.6231818921066,549.1858049534658,0.04193696007364149,0.015822784810126583,0.9825949367088608,899.4752623867074,0.041976991496049845,0.0,0.0,0.0,0.0,,11.0,
month+actual_bin,<1%,494,0,5828.643,5393.495314811843,3329.330457899,0.2511831132389261,0.0020242914979757085,0.9736842105263158,5393.58679758923,0.2511874695616588,0.0,0.0,0.0,0.0,,1.0,
month+actual_bin,<1%,441,0,16343.346,967.0259826187015,516.6050093594404,0.0451654562492438,0.036281179138321996,0.9614512471655329,972.021334991964,0.045401099291667586,0.0,0.0,0.0,0.0,,4.0,
month+actual_bin,1-5%,440,0,247233.222,102.94285852965044,-80.02771180876823,0.004742222072750718,0.5840909090909091,0.4159090909090909,487.6807113784706,0.02274883495003807,0.0,0.0,0.0,0.0,,8.0,
month+actual_bin,1-5%,400,0,240334.298,785.1819502902248,340.51193958808517,0.036567279176995655,0.29,0.71,919.6318296750628,0.04291609005501568,0.0,0.0,0.0,0.0,,10.0,
month+actual_bin,<1%,374,0,13580.889,822.0603496515363,247.12214672927212,0.03842564864654813,0.08288770053475936,0.8983957219251337,831.3893073776401,0.03886416881626063,0.0,0.0,0.0,0.0,,7.0,
month+actual_bin,1-5%,355,0,211538.139,460.8655953288484,200.3063024870894,0.021459290181616575,0.36619718309859156,0.6338028169014085,661.952731255574,0.03086133697747736,0.0,0.0,0.0,0.0,,9.0,
month+actual_bin,1-5%,331,0,187919.815,562.6763613821735,192.44511519196442,0.026341681463557847,0.4108761329305136,0.5891238670694864,840.44388216567,0.03930440207214285,0.0,0.0,0.0,0.0,,6.0,
month+actual_bin,1-5%,329,0,189366.122,1132.0468228146603,597.3458166958756,0.052830560149918285,0.22188449848024316,0.7781155015197568,1277.3887653351305,0.0596282825300652,0.0,0.0,0.0,0.0,,11.0,
month+actual_bin,1-5%,322,0,183190.36,1013.9224270100605,416.54346538151583,0.047271297049624204,0.2577639751552795,0.7422360248447205,1142.2626084308654,0.05329833130241101,0.0,0.0,0.0,0.0,,4.0,
month+actual_bin,5-10%,294,0,459812.715,475.5130504792139,-22.010498744217898,0.021977129255708393,0.5034013605442177,0.4965986394557823,1112.9127590940184,0.051897084690840235,0.0,0.0,0.0,0.0,,10.0,
month+actual_bin,<1%,292,0,10746.113,786.2038184060365,541.9244049499874,0.036804545194236274,0.010273972602739725,0.9897260273972602,787.3188431363967,0.03685764160996771,0.0,0.0,0.0,0.0,,5.0,
month+actual_bin,<1%,272,0,10182.057999999999,785.7672744651763,428.02737311193005,0.03678856365123557,0.014705882352941176,0.9411764705882353,787.1258752939448,0.03685186545292377,0.0,0.0,0.0,0.0,,3.0,
