target,feature_family,speed_decile,rows,speed_mean,actual_ratio_mean,abs_error_ratio_mean,signed_error_ratio_mean,pass8_rate,pass6_rate
kpx_group_3,soft_upstream,4,456,8.887893773870672,0.45541125156641604,0.1402708760375302,0.03083980058661482,0.36622807017543857,0.27631578947368424
kpx_group_3,soft_upstream,5,457,9.83871514444413,0.5187491818276546,0.14477268332021936,0.024569333430660357,0.31072210065645517,0.24507658643326038
kpx_group_3,soft_upstream,6,456,10.971030287832354,0.566281868629908,0.14842473878114273,0.026860171084978287,0.3267543859649123,0.2631578947368421
kpx_group_3,soft_upstream,7,457,12.390278116804074,0.6104998865270397,0.15326117936696967,0.05072890591808171,0.31291028446389496,0.24945295404814005
kpx_group_3,soft_upstream,8,456,14.389537955437214,0.6934326001461988,0.14488003191653387,0.010251301934008519,0.3048245614035088,0.22587719298245615
kpx_group_3,soft_upstream,9,457,18.029432547914066,0.7783129061164946,0.1587823928726839,-0.05940793043761794,0.26695842450765866,0.23413566739606126
kpx_group_3,static_corr_top,0,457,4.482588292551136,0.20169903792851934,0.06627523303839254,-0.013743445692586585,0.7899343544857768,0.6958424507658644
kpx_group_3,static_corr_top,1,457,6.740519505365056,0.24767912941544232,0.08413346738848049,-0.016529278647362425,0.6258205689277899,0.5185995623632386
kpx_group_3,static_corr_top,2,456,8.018446284067089,0.3110273703007519,0.114623512129888,-0.01423561649146727,0.46710526315789475,0.3618421052631579
kpx_group_3,static_corr_top,3,457,9.18691441452467,0.36894390059393556,0.13720354031132825,0.005505587866344632,0.350109409190372,0.2647702407002188
kpx_group_3,static_corr_top,4,456,10.38959530581834,0.45071706986215543,0.1465940729089202,0.010442816466200341,0.29605263157894735,0.21929824561403508
kpx_group_3,static_corr_top,5,457,11.61064353385482,0.5236742198603731,0.1489032328003506,0.024716249892167304,0.33916849015317285,0.26914660831509846
kpx_group_3,static_corr_top,6,456,12.893588271565577,0.5907692521929824,0.1577042290838799,0.043675336829379637,0.2916666666666667,0.23903508771929824
kpx_group_3,static_corr_top,7,457,14.435827968806175,0.6556752142336146,0.1510995761746954,0.04063819346131962,0.2888402625820569,0.22975929978118162
kpx_group_3,static_corr_top,8,456,16.346909711193298,0.7085995834377611,0.14935299243258757,0.021718290665970846,0.3157894736842105,0.23684210526315788
kpx_group_3,static_corr_top,9,457,19.987158068988165,0.788224773783474,0.15616590126342506,-0.055183821088322094,0.2800875273522976,0.24070021881838075
