model_id,reference_id,target,pearson,spearman,both_outside_8pct_rate,model_better_abs_error_rate,actual_weighted_boundary_gain
lgbm_l1_baseline,current_best_anchor,kpx_group_2,0.979450835615015,0.97168530485917,0.5016077170418006,0.45980707395498394,2871804.6350000002
lgbm_l1_baseline,current_best_anchor,kpx_group_3,0.9772642821199948,0.9759938425088647,0.5856329391151993,0.45444590451160755,2047375.705
lgbm_l1_leaf15_regularized,lgbm_l1_baseline,kpx_group_1,0.9828672104875479,0.9785364050475128,0.523752254960914,0.4760473040689517,2790709.6990000005
lgbm_l1_leaf15_regularized,lgbm_l1_baseline,kpx_group_2,0.9845366055058163,0.9769292639077112,0.5162781350482315,0.4921623794212219,2542579.768
lgbm_l1_leaf15_regularized,lgbm_l1_baseline,kpx_group_3,0.9779619525946832,0.9775162312498393,0.5930792816469558,0.5021901007446342,2391569.935
lgbm_l1_leaf15_regularized,current_best_anchor,kpx_group_1,0.9744559064434373,0.9675551494451564,0.5075165363800361,0.45900982160753656,3632060.5259999996
lgbm_l1_leaf15_regularized,current_best_anchor,kpx_group_2,0.9807904603801493,0.9723525809896816,0.5058279742765274,0.4622186495176849,2692909.833
lgbm_l1_leaf15_regularized,current_best_anchor,kpx_group_3,0.9734896368539104,0.9712058416243181,0.5786246167323696,0.45532194480946125,2418992.084
lgbm_l1_leaf63_seed42,lgbm_l1_baseline,kpx_group_1,0.9804975419497612,0.9751614888739143,0.5265584285427941,0.508117859290439,2483714.716
lgbm_l1_leaf63_seed42,lgbm_l1_baseline,kpx_group_2,0.9839101836879922,0.9755758379998819,0.5132636655948553,0.5146704180064309,2554049.047
lgbm_l1_leaf63_seed42,lgbm_l1_baseline,kpx_group_3,0.9760614015064762,0.9760732244513352,0.5950503723171265,0.47722295225580375,2123784.568
lgbm_l1_leaf63_seed42,current_best_anchor,kpx_group_1,0.964018868018798,0.9561265421948513,0.5045099218280217,0.4778512728001604,3459196.868
lgbm_l1_leaf63_seed42,current_best_anchor,kpx_group_2,0.972228970922283,0.9630044392705207,0.4929662379421222,0.4971864951768489,3276483.791
lgbm_l1_leaf63_seed42,current_best_anchor,kpx_group_3,0.9651914220826711,0.9643426754873587,0.5786246167323696,0.4437144108628997,2436290.026
lgbm_l1_seed777,lgbm_l1_baseline,kpx_group_1,0.9880675980800131,0.9844890737612407,0.533974744437763,0.48807376227700944,2061867.787
lgbm_l1_seed777,lgbm_l1_baseline,kpx_group_2,0.9892628133911358,0.9835623571769992,0.520096463022508,0.5086414790996785,2404022.711
lgbm_l1_seed777,lgbm_l1_baseline,kpx_group_3,0.9836653953585378,0.9833689404318587,0.5976784932106877,0.5074463425317565,2143512.308
lgbm_l1_seed777,current_best_anchor,kpx_group_1,0.9729850086181795,0.9658852473901409,0.5129284425736621,0.46422128683102826,3056889.66
lgbm_l1_seed777,current_best_anchor,kpx_group_2,0.9770434024724237,0.9677653050142241,0.4971864951768489,0.4790996784565916,3187448.585
lgbm_l1_seed777,current_best_anchor,kpx_group_3,0.969799236666195,0.9682921862078386,0.5724923346473938,0.4559789750328515,2670867.9809999997
linear_svr,lgbm_l1_baseline,kpx_group_1,0.5970300084286214,0.5775885888264316,0.5227500501102426,0.10823812387251955,1034086.8640000001
linear_svr,lgbm_l1_baseline,kpx_group_2,0.5825475953984797,0.5189324962250736,0.5168810289389068,0.1157556270096463,987124.994
linear_svr,lgbm_l1_baseline,kpx_group_3,0.6864886480296832,0.6700885765519509,0.5904511607533947,0.13534822601839686,1022198.149
linear_svr,current_best_anchor,kpx_group_1,0.6244900838855512,0.6083273160140383,0.5177390258568851,0.11645620364802566,1102714.547
linear_svr,current_best_anchor,kpx_group_2,0.6019123928316641,0.5432591239578171,0.5080385852090032,0.12057877813504823,1028041.268
linear_svr,current_best_anchor,kpx_group_3,0.7107148974354401,0.6934999383854776,0.5766535260621989,0.13819535698642138,1098086.337
mlp_regressor_medium,lgbm_l1_baseline,kpx_group_1,0.8494806559801662,0.8261206089775703,0.41892162758067747,0.46462216877129686,9208981.888999999
mlp_regressor_medium,lgbm_l1_baseline,kpx_group_2,0.8148895759343305,0.7612665307547488,0.4282556270096463,0.4517684887459807,6847336.231
mlp_regressor_medium,lgbm_l1_baseline,kpx_group_3,0.8687019914904323,0.8644447739615934,0.522120017520806,0.46145422689443716,5584080.627
