model_id,target,nmae,ficr,eligible_hours,group_score
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.70_0.10_0.20,kpx_group_3,0.140200052453061,0.28546119142105697,4566,0.5726305694839979
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.60_0.20_0.20,kpx_group_1,0.11745912670333661,0.4108966837496924,4989,0.6467187785231779
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.60_0.20_0.20,kpx_group_2,0.12514325173752586,0.4420070537528067,4976,0.6584319010076405
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.60_0.20_0.20,kpx_group_3,0.14048694308483692,0.28209207480168164,4566,0.5708025658584224
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.70_0.20_0.10,kpx_group_1,0.11767777555818341,0.4124277351678541,4989,0.6473749798048354
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.70_0.20_0.10,kpx_group_2,0.12540531392098503,0.4373919751187493,4976,0.6559933305988821
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.70_0.20_0.10,kpx_group_3,0.14080557713391692,0.2853281477541904,4566,0.5722612853101368
w2_lgbm_catboost_quantile_055_0.55,kpx_group_1,0.11695089132744825,0.41370003525598587,4989,0.6483745719642688
w2_lgbm_catboost_quantile_055_0.55,kpx_group_2,0.12458336303561342,0.44097716964644945,4976,0.658196903305418
w2_lgbm_catboost_quantile_055_0.55,kpx_group_3,0.141077233900263,0.27791839418198566,4566,0.5684205801408613
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.60_0.20_0.20,kpx_group_1,0.11776591071454108,0.4059568639551188,4989,0.6440954766202889
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.60_0.20_0.20,kpx_group_2,0.1255247903729021,0.4355302666075258,4976,0.6550027381173118
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.60_0.20_0.20,kpx_group_3,0.13902869709038213,0.29046129880082205,4566,0.57571630085522
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.33_0.33_0.33,kpx_group_1,0.11655379297431345,0.41288424385099115,4989,0.6481652254383389
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.33_0.33_0.33,kpx_group_2,0.12294055155917548,0.44098254375797913,4976,0.6590209960994018
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.33_0.33_0.33,kpx_group_3,0.1418272479813269,0.27692585745206727,4566,0.5675493047353701
w2_lgbm_catboost_quantile_055_0.60,kpx_group_1,0.1169095664344548,0.4141254397581714,4989,0.6486079366618582
w2_lgbm_catboost_quantile_055_0.60,kpx_group_2,0.12442988404595721,0.440589767020603,4976,0.6580799414873229
w2_lgbm_catboost_quantile_055_0.60,kpx_group_3,0.1412848129105737,0.27735323091716546,4566,0.5680342090032959
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.70_0.20_0.10,kpx_group_1,0.11777914289418026,0.41278398192959376,4989,0.6475024195177068
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.70_0.20_0.10,kpx_group_2,0.12596597470547735,0.43638090083550063,4976,0.6552074630650117
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.70_0.20_0.10,kpx_group_3,0.14043266909819035,0.28390956005034107,4566,0.5717384454760754
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.33_0.33_0.33,kpx_group_1,0.1161809166811837,0.40348465988080345,4989,0.6436518715998099
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.33_0.33_0.33,kpx_group_2,0.1217618233392193,0.4414232299164921,4976,0.6598307032886364
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.33_0.33_0.33,kpx_group_3,0.14079003258131345,0.28256947581767444,4566,0.5708897216181805
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.70_0.20_0.10,kpx_group_1,0.1179138936505105,0.407657267396945,4989,0.6448716868732173
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.70_0.20_0.10,kpx_group_2,0.1260007945639382,0.43536523878101313,4976,0.6546822221085374
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.70_0.20_0.10,kpx_group_3,0.13976614843821134,0.2888135803666571,4566,0.5745237159642229
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.80_0.10_0.10,kpx_group_1,0.11818071202494193,0.41220474373111027,4989,0.6470120158530841
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.80_0.10_0.10,kpx_group_2,0.12599112806284746,0.4343198874446497,4976,0.6541643796909011
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.80_0.10_0.10,kpx_group_3,0.14073831936194234,0.2863975542865675,4566,0.5728296174623125
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.70_0.20_0.10,kpx_group_1,0.11778180588632074,0.4091860247850264,4989,0.6457021094493529
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.70_0.20_0.10,kpx_group_2,0.12566182810712279,0.43648845074349796,4976,0.6554133113181876
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.70_0.20_0.10,kpx_group_3,0.14061387979732015,0.2857309354703295,4566,0.5725585278365046
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.70_0.10_0.20,kpx_group_1,0.11771224677741392,0.4113950919545059,4989,0.646841422588546
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.70_0.10_0.20,kpx_group_2,0.1250490941650611,0.43725309737441276,4976,0.6561020016046759
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.70_0.10_0.20,kpx_group_3,0.14119311530871623,0.2825692425125084,4566,0.5706880636018961
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.80_0.10_0.10,kpx_group_1,0.11828540829582913,0.40939963793331613,4989,0.6455571148187436
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.80_0.10_0.10,kpx_group_2,0.12622020568142944,0.4358828679080824,4976,0.6548313311133265
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.80_0.10_0.10,kpx_group_3,0.14090402008490843,0.2869841134479718,4566,0.5730400466815317
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.80_0.10_0.10,kpx_group_1,0.11807181036364897,0.4067273825038035,4989,0.6443277860700772
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.80_0.10_0.10,kpx_group_2,0.12585999020618024,0.4379648539169601,4976,0.65605243185539
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.80_0.10_0.10,kpx_group_3,0.14040380795585025,0.28614453795948497,4566,0.5728703650018173
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.60_0.20_0.20,kpx_group_1,0.1174047020842532,0.40525374888336957,4989,0.6439245233995582
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.60_0.20_0.20,kpx_group_2,0.12457919105747796,0.4411060855216119,4976,0.658263447232067
